4256484;314553196;281726627
4256484;281726627;4604131410
4256484;4604131410;25503965
4256484;25503965;281726628
4256484;281726628;25503966
4256484;25503966;281726629
4256484;281726629;4604131411
4256484;4604131411;25503967
4256484;25503967;281726630
4256484;281726630;25503969
4256484;25503969;281726631
4256484;281726631;281726632
4256484;281726632;26016423
4256485;26016419;281726468
4256485;281726468;25503993
4256485;25503993;281726469
4256485;281726469;25503994
4256485;25503994;25503995
4256485;25503995;112591235
4256485;112591235;25503996
4256485;25503996;112591239
4256485;112591239;25503998
4256485;25503998;281726470
4256485;281726470;25503999
4256485;25503999;281726471
4256485;281726471;25504000
4256485;25504000;25504002
4256485;25504002;4468021930
4256485;4468021930;4468021929
4256485;4468021929;4468021928
4256491;112590296;25504003
4256495;112591702;25504018
4256495;25504018;112591706
4256495;112591706;25504021
4256495;25504021;112591709
4256495;112591709;25504024
4256495;25504024;112591715
4256507;25503936;281726604
4256507;281726604;25503937
4256507;25503937;281726605
4256507;281726605;25503938
4256507;25503938;281726620
4256507;281726620;281726607
4256507;281726607;25503940
4256507;25503940;281726621
4256507;281726621;281726622
4256507;281726622;281726624
4256513;25503951;281726258
4256513;281726258;25503952
4256513;25503952;25503953
4256513;25503953;281726256
4256513;281726256;1243857957
4257028;26015912;2490198494
4257028;2490198494;26015910
4257028;26015910;128580399
4257028;128580399;4161788736
4259341;26015892;25532204
4259341;25532204;3522106301
4259341;3522106301;3522106300
4259341;3522106300;112597522
4259341;112597522;3522106294
4259341;3522106294;25532205
4259341;25532205;3522105991
4259341;3522105991;112597525
4259343;26015879;3092764697
4259343;3092764697;3713666408
4259343;3713666408;3092764705
4259343;3092764705;3713666409
4259343;3713666409;25532146
4259343;25532146;3713666412
4259343;3713666412;3092764699
4259343;3092764699;3713666415
4259343;3713666415;25532145
4259343;25532145;3713666420
4259343;3713666420;3092764710
4259343;3092764710;25532144
4259343;25532144;3713667325
4259343;3713667325;26122713
4259344;26122714;3713667326
4259344;3713667326;25532193
4259344;25532193;3713666418
4259344;3713666418;25532222
4259345;26122714;25532197
4259345;25532197;3713667327
4259345;3713667327;3713666423
4259345;3713666423;3713666422
4259345;3713666422;25532199
4259345;25532199;3713666421
4259345;3713666421;3713666419
4259345;3713666419;25532200
4259345;25532200;3713666416
4259345;3713666416;3713666414
4259345;3713666414;3713666413
4259345;3713666413;25532201
4259345;25532201;25532202
4259345;25532202;26015889
4306658;26122781;3713963961
4306658;3713963961;3713963958
4306658;3713963958;3713963955
4306658;3713963955;3713963954
4306658;3713963954;26057801
4306660;26122784;3713963423
4306660;3713963423;112652825
4306660;112652825;3713963419
4306660;3713963419;3713963417
4306660;3713963417;3713963414
4306660;3713963414;26057776
4306660;26057776;3713963410
4306660;3713963410;112652828
4306660;112652828;3713963406
4306660;3713963406;26057774
4306660;26057774;3713963404
4306660;3713963404;112652829
4306660;112652829;3713963407
4306660;3713963407;26057772
4306660;26057772;3713963411
4306660;3713963411;3713963412
4306660;3713963412;112652830
4306660;112652830;3713963418
4306660;3713963418;3713963420
4306660;3713963420;26057769
4306660;26057769;3713963421
4306660;3713963421;3713963422
4306660;3713963422;112652831
4306660;112652831;3713963424
4306660;3713963424;26057767
4306660;26057767;112652832
4306660;112652832;3713963928
4306660;3713963928;3713963929
4306660;3713963929;3713963930
4306660;3713963930;26057764
4306660;26057764;112652833
4306660;112652833;26057762
4306660;26057762;3713963934
4306660;3713963934;3713963933
4306660;3713963933;3713963932
4306660;3713963932;112652932
4306661;26057853;3713963415
4306661;3713963415;3713963413
4306661;3713963413;26057854
4306661;26057854;3713963408
4306661;3713963408;112654450
4306661;112654450;3713963403
4306661;3713963403;3713963401
4306661;3713963401;112654452
4306661;112654452;3713963399
4306661;3713963399;26057855
4306661;26057855;3713963397
4306661;3713963397;112653914
4306661;112653914;3713963395
4306661;3713963395;26057856
4306661;26057856;3713963392
4306661;3713963392;112653915
4306661;112653915;3713963393
4306661;3713963393;3713963394
4306661;3713963394;26057857
4306661;26057857;3713963396
4306661;3713963396;112653406
4306661;112653406;3713963398
4306661;3713963398;26057858
4306661;26057858;3713963400
4306661;3713963400;26122720
4306662;3139458027;3139458019
4306662;3139458019;26057847
4306662;26057847;26057848
4306662;26057848;3139458026
4306662;3139458026;3713963925
4306662;3713963925;3713963926
4306662;3713963926;26057849
4306662;26057849;3713963931
4306662;3713963931;3713963935
4306662;3713963935;3713963938
4306662;3713963938;26057850
4306662;26057850;3713963941
4306662;3713963941;26057852
4306662;26057852;26122724
4311944;26122679;26122680
4311944;26122680;2486315161
4311944;2486315161;112632829
4311944;112632829;26122681
4311944;26122681;112632832
4311944;112632832;2486315159
4311944;2486315159;26122682
4311944;26122682;112632836
4311944;112632836;2486315153
4311944;2486315153;2486315155
4311944;2486315155;2486710653
4311944;2486710653;26122848
4311945;112627997;2486710639
4311945;2486710639;26122676
4311945;26122676;26122675
4311945;26122675;112631533
4311945;112631533;26122674
4311945;26122674;26122673
4311946;1561621080;2486710636
4311946;2486710636;2486710635
4311946;2486710635;2486710634
4311949;26122708;3139458006
4311949;3139458006;2486710654
4311949;2486710654;2486315110
4311949;2486315110;26122709
4311949;26122709;1187411596
4311949;1187411596;26122693
4311951;26122707;112634552
4311951;112634552;26122706
4311951;26122706;2486315138
4311951;2486315138;112634554
4311951;112634554;2486315136
4311951;2486315136;26122705
4311951;26122705;112633972
4311951;112633972;26122704
4311951;26122704;112633698
4311951;112633698;26122703
4311951;26122703;2486315133
4311951;2486315133;112633704
4311951;112633704;2486315131
4311951;2486315131;26122702
4311951;26122702;2486315128
4311951;2486315128;2486315125
4311951;2486315125;2486710646
4311951;2486710646;2486710645
4311951;2486710645;2486710644
4311951;2486710644;2486710643
4311951;2486710643;26122700
8137307;1243857964;4442997344
8137307;4442997344;4442997350
8137307;4442997350;4442997351
8137307;4442997351;259069657
8137307;259069657;4442997353
8137307;4442997353;1110260596
8137307;1110260596;4442997352
8137307;4442997352;1110260609
8137307;1110260609;4442997348
8137307;4442997348;4442997345
8137307;4442997345;1110260622
8137307;1110260622;4442997346
8137307;4442997346;25503977
8137307;25503977;112593054
8137307;112593054;4442997349
8137307;4442997349;4442997347
8137307;4442997347;112593058
8137307;112593058;4442997343
8137307;4442997343;353290233
8137307;353290233;112595515
8367068;25632293;5284368117
8367068;5284368117;1110698247
8367068;1110698247;1110698297
8367068;1110698297;1110698276
8367068;1110698276;4708512449
8367068;4708512449;1110698268
8367068;1110698268;4708512450
8367068;4708512450;4708512441
8367068;4708512441;4708512442
8367068;4708512442;1110698273
8367068;1110698273;2213493593
8367068;2213493593;2250812461
8367068;2250812461;2250812531
8367068;2250812531;1788787056
8367068;1788787056;4708512446
8367069;137982795;25632284
8367069;25632284;2749809980
8367069;2749809980;25632285
8367072;25632284;5284385981
8367072;5284385981;5284385982
8367074;25632372;1788786350
8367074;1788786350;1417603317
8367092;1788787039;4685392611
8367092;4685392611;1788787081
8367092;1788787081;3148938210
8367092;3148938210;353286182
8367092;353286182;2397188711
8367092;2397188711;1788787223
8367092;1788787223;2250873416
8367092;2250873416;129953505
8367092;129953505;129953504
8367093;5284368076;475396372
8367093;475396372;129549662
8367118;25632463;4488733074
8367118;4488733074;4077112088
8367118;4077112088;25632449
8367133;4751728935;25632467
8367133;25632467;3563723607
8367133;3563723607;4753752250
8367133;4753752250;4753752246
8367133;4753752246;513936352
8367133;513936352;4753752243
8367133;4753752243;5310490973
8367133;5310490973;4753752227
8367133;4753752227;4753748915
8367133;4753748915;1143316537
8367133;1143316537;1165604083
8367133;1165604083;4751728922
8367133;4751728922;4751728923
8367133;4751728923;25632466
8367153;25632450;4488733070
8367153;4488733070;25632451
8367153;25632451;5284368056
8367153;5284368056;25632452
8367153;25632452;25632453
8367153;25632453;25632454
8367154;25632449;4488733072
8367154;4488733072;25632448
8367154;25632448;4488733071
8367154;4488733071;25632447
8367155;353287405;452518418
8367155;452518418;5065064565
8367155;5065064565;126617351
8367164;1043000761;1143318771
8367164;1143318771;25632521
12298305;111464592;4444772654
12298305;4444772654;111464591
12298305;111464591;4444772650
12298305;4444772650;26016893
12298305;26016893;111464588
12298305;111464588;26016895
12298305;26016895;4188196478
12298305;4188196478;111464581
12298305;111464581;111464578
12298305;111464578;4188196477
12298305;4188196477;111465590
12298305;111465590;4188196475
12298305;4188196475;111465591
12298305;111465591;111465594
12298305;111465594;111465596
12298305;111465596;4188196472
12298305;4188196472;111465599
12298305;111465599;111465600
12298305;111465600;111465602
12298305;111465602;3092563539
12298305;3092563539;111465603
12298305;111465603;111465604
12298305;111465604;111465606
12298305;111465606;111465608
12298305;111465608;111465610
12298305;111465610;4747463630
12298305;4747463630;111465613
12298305;111465613;111465615
12298305;111465615;3092548270
12298305;3092548270;1110673511
12319876;1243857985;4442997334
12319876;4442997334;2215508913
12319876;2215508913;4442997335
12319876;4442997335;4442997336
12319876;4442997336;112594210
12320269;112263308;5297848059
12320269;5297848059;5297848060
12320269;5297848060;112263597
12320269;112263597;4656694945
12320269;4656694945;4452248022
12320269;4452248022;4656694942
12320269;4656694942;111649545
12362807;429378625;4526777708
12362807;4526777708;5476877566
12362807;5476877566;4526777709
12362807;4526777709;5476877565
12362807;5476877565;5297868245
12362807;5297868245;1225943122
12362807;1225943122;5297868246
12362807;5297868246;5476877564
12362807;5476877564;1225943124
12362807;1225943124;5476877563
12362807;5476877563;5476877562
12362807;5476877562;1225943151
12362807;1225943151;1225943171
12362807;1225943171;5476877561
12362807;5476877561;4526777710
12362807;4526777710;5476877560
12362807;5476877560;1225943130
12362807;1225943130;5476877559
12362807;5476877559;4526777712
12362807;4526777712;5476877558
12362807;5476877558;1225943159
12362807;1225943159;4526777713
12362807;4526777713;3166557401
12362807;3166557401;5476877553
12362807;5476877553;5476877552
12362807;5476877552;1225943135
12362807;1225943135;5297868271
12362807;5297868271;4526777714
12362807;4526777714;5297868272
