220137470;2292597627;3659217338
220137470;3659217338;3659217330
220137470;3659217330;3659217331
220137470;3659217331;3659217332
220137470;3659217332;2292597567
220137470;2292597567;3659217333
220137470;3659217333;3659217339
220137470;3659217339;3659217340
220137470;3659217340;3659217341
220137470;3659217341;3659217342
220137470;3659217342;2292597631
220137470;2292597631;3659217328
220137470;3659217328;3659217329
220137470;3659217329;3659217327
220137470;3659217327;3659217334
220137470;3659217334;3659217335
220137470;3659217335;3659217336
220137470;3659217336;3659217337
220137470;3659217337;2292597627
